Q 0044+030 	0.6240 	0.3386 	0.6078 	3
Q 00453002 	2.02 	1.603 	1.991 	4
Q 0045-0341 	3.138 	1.961 	3.094 	21
Q 0045-013 	2.53 	1.784 	2.493 	16
Q 0046-293 	4.014 	2.882 	3.964 	1
BRI B00462458 	4.15 	2.575 	4.099 	1
Q 0047-2759 	2.13 	1.649 	2.099 	4
Q 0047-3050 	2.97 	1.930 	2.933 	4
Q 0047-2538 	1.97 	1.591 	1.939 	4
Q 0047-2326 	3.422 	2.291 	3.378 	21
Q 0048-0119 	1.88 	1.634 	1.849 	4
Q 0048-2545 	2.08 	1.634 	2.051 	4
Q 0049-0104 	2.10 	1.715 	2.065 	4
Q 0049-0012 	1.95 	1.634 	1.916 	4
Q 0049+007 	2.27 	1.644 	2.238 	16
Q 0049+014 	2.31 	1.681 	2.276 	16
Q 0049+171 	0.0640 	0.0080 	0.0534 	3
Q 0050+124 	0.0611 	0.0080 	0.0505 	3
Q 0050-2523 	2.16 	1.592 	2.127 	4
Q 0051-0226 	2.53 	1.634 	2.491 	4
Q 0052-0058 	2.21 	1.634 	2.180 	4
Q 0052+251 	0.1550 	0.0080 	0.1435 	3
Q 0053-0134 	2.06 	1.634 	2.031 	4
Q 0053-2824 	3.616 	2.454 	3.576 	21
Q 0054+0200 	1.87 	1.634 	1.844 	4
Q 0054+144 	0.1710 	0.0080 	0.1593 	3
Q 0054-006 	2.76 	1.854 	2.724 	16
Q 0055+0141 	2.23 	1.651 	2.200 	4
Q 0055-2744 	2.20 	1.567 	2.163 	4
Q 0055-2629 	3.6560 	1.920 	3.609 	21
Q 0055-0200 	1.98 	1.782 	1.953 	4
Q 0055+0025 	1.91 	1.634 	1.885 	4
Q 0056-0241 	2.23 	1.779 	2.194 	4
Q 0057-0225 	2.01 	1.715 	1.979 	4
Q 0057-274 	3.52 	2.603 	3.475 	1
Q 0058-2604 	2.47 	1.606 	2.437 	4
Q 0058-0227 	2.23 	1.712 	2.194 	4
Q 0058+0155 	1.95 	1.634 	1.924 	4
Q 0059-0207 	2.29 	1.653 	2.257 	4
Q 0059-2625 	2.10 	1.614 	2.069 	4
Q 0059+0035 	2.55 	1.673 	2.510 	4
PSS J0059+0003 	4.16 	2.750 	4.108 	1
Q 0100+0146 	1.91 	1.692 	1.880 	4
Q 0101-2548 	1.97 	1.596 	1.943 	4
Q 0101-3025 	4.073 	1.937 	3.116 	21
Q 0102-0240 	1.84 	1.731 	1.818 	4
BRI B0103+0032 	4.437 	2.87 	4.383 	22
Q 0103-0141 	2.21 	1.634 	2.174 	4
Q 0103-2901 	2.87 	1.922 	2.831 	4
Q 0104+0030 	1.87 	1.667 	1.845 	4
PC 0104+0215 	4.171 	2.881 	4.119 	1
Q 0105-2649 	2.46 	1.667 	2.428 	4
Q 0106-0230 	2.28 	1.634 	2.246 	4
Q 0106+0119 	2.10 	1.871 	2.068 	4
Q 0107+0022 	1.97 	1.634 	1.938 	4
Q 0108+0028 	2.01 	1.733 	1.975 	4
Q 0109+022 	2.35 	1.734 	2.317 	16
Q 0110-0107 	1.89 	1.643 	1.860 	4
Q 0112-2728 	2.894 	1.784 	2.855 	21
Q 0114-0856 	3.163 	1.838 	3.118 	21
Q 0115-3002 	3.249 	1.733 	3.207 	21
PSS J0117+1552 	4.244 	2.646 	4.192 	1
Q 0117+213 	1.4930 	0.9989 	1.4681 	3
Q 0119-286 	0.1170 	0.0080 	0.1058 	3
Q 0119-013 	0.0540 	0.0080 	0.0435 	3
Q 0123+257 	2.37 	1.644 	2.338 	16
PC 0131+0120 	3.792 	3.116 	3.744 	1
PSS J0131+0633 	4.417 	3.014 	4.363 	26
Q 0132-1947 	3.130 	1.714 	3.089 	21
Q 0134+329 	0.3670 	0.0080 	0.1050 	3
BRI B0135-4239 	3.97 	2.575 	3.920 	1
Q 0136+010 	2.35 	1.749 	2.317 	16
Q 0136+1737 	2.73 	1.632 	2.679 	21
Q 0143-0135 	3.141 	1.673 	3.097 	21
GB 0148+2502 	3.10 	1.825 	3.059 	2
Q 0148-0946 	2.850 	1.797 	2.810 	21
BRI B0151-0025 	4.194 	2.74 	4.142 	22
Q 0153+0430 	2.993 	1.673 	2.951 	21
Q 0157+001 	0.1631 	0.0080 	0.1515 	3
Q 0159+036 	2.47 	1.644 	2.436 	16
Q 0205+024 	0.1564 	0.0080 	0.1448 	3
Q 0207-0019 	2.853 	1.756 	2.817 	21
SDSS J02110009 	4.874 	3.402 	4.815 	26
Q 0215+015 	1.7150 	0.9996 	1.5500 	3
Q 0219+428 	0.4440 	0.0080 	0.4296 	3
GB 0229+1309 	2.07 	1.767 	2.039 	2
Q 0232-042 	1.4360 	0.0080 	0.6320 	3
Q 0232-042 	1.4360 	0.8733 	1.4116 	3
BR J0234-1806 	4.301 	2.971 	4.248 	26
Q 0237-233 	2.2230 	1.1593 	1.5402 	3
Q 0239-1527 	2.786 	1.928 	2.744 	21
BRI B02410146 	4.053 	2.86 	4.002 	22
BR B0245-0608 	4.238 	2.96 	4.186 	22
PSS J0248+1802 	4.422 	2.810 	4.368 	1, 26
Q 0249-1826 	3.210 	1.871 	3.163 	21
Q 0249-2212 	3.21 	2.044 	3.160 	5, 1
Q 0252+0136 	2.47 	1.634 	2.430 	4
Q 0254+0000 	2.25 	1.634 	2.215 	4
Q 0256-0000 	3.377 	2.241 	3.330 	21
Q 0256-0031 	2.00 	1.634 	1.965 	4
Q 0258+0210 	2.52 	1.634 	2.489 	4
Q 0301-0035 	3.226 	2.060 	3.181 	21
Q 0302-0019 	3.290 	1.739 	3.243 	21
Q 0305+0127 	2.15 	1.634 	2.118 	4
Q 0307-0058 	2.11 	1.634 	2.075 	4
Q 0308+0129 	2.34 	1.739 	2.302 	4
Q 0308+1902 	2.839 	1.673 	2.797 	21
Q 0308-1920 	2.756 	1.673 	2.714 	21
BR J0311-1722 	4.039 	2.591 	3.989 	26
Q 0312-770 	0.2230 	0.0080 	0.2108 	3
Q 0316-2023 	2.869 	1.747 	2.826 	21
Q 0323+022 	0.1470 	0.0080 	0.1295 	3
BR J0324-2918 	4.622 	2.900 	4.566 	26
Q 0329-2534 	2.689 	1.661 	2.662 	21
Q 0334-2029 	3.132 	2.057 	3.089 	21
PC 0345+0130 	3.638 	2.699 	3.592 	1
BR B0351-1034 	4.351 	3.09 	4.297 	22
Q 0351-3904 	3.01 	1.632 	2.970 	21
Q 0352-2732 	2.823 	1.673 	2.781 	21
BR J0355-3811 	4.545 	3.030 	4.490 	26
BR B0401-1711 	4.236 	2.82 	4.184 	22
BR J0403-1703 	4.227 	2.992 	4.175 	26
Q 0405-123 	0.5740 	0.0080 	0.5583 	3
Q 0414-060 	0.7810 	0.0080 	0.7632 	3
BR J0415-4357 	4.070 	2.813 	4.019 	26
BR J0419-5716 	4.461 	2.820 	4.406 	26
Q 0420+007 	2.918 	1.673 	2.879 	21
Q 0420-3851 	3.1230 	2.094 	3.082 	21
BR J0426-2202 	4.320 	2.544 	4.267 	26
Q 0428-1342 	3.244 	1.965 	3.200 	21
Q 0454-220 	0.5340 	0.1199 	0.5187 	3
Q 0454+039 	1.3450 	0.9672 	1.3216 	3
Q 0457+024 	2.38 	1.645 	2.346 	16
MG 0504+0303 	2.46 	1.803 	2.425 	2
Q 0521-365 	0.0566 	0.0080 	0.0460 	3
PMN J0525-3343 	4.383 	2.829 	4.329 	26
BR J0529-3526 	4.413 	3.023 	4.359 	26
BR J0529-3552 	4.172 	2.821 	4.120 	26
Q 0537-441 	0.8940 	0.5139 	0.6300 	3
Q 0548-322 	0.0690 	0.0080 	0.0583 	3
Q 0552+398 	2.36 	1.644 	2.325 	16
Q 0558-504 	0.1370 	0.0080 	0.1256 	3
Q 0624+691 	0.3700 	0.0080 	0.3563 	3
Q 0636+6801 	3.178 	2.019 	3.132 	21
Q 0637-752 	0.6560 	0.0080 	0.6251 	3
Q 0642+4454 	3.408 	2.192 	3.362 	21
Q 0702+646 	0.0795 	0.0080 	0.0687 	3
BR J0714-6455 	4.462 	3.050 	4.407 	26
Q 0731+6519 	3.038 	2.019 	2.993 	21
Q 0735+178 	0.4240 	0.0765 	0.4098 	3
Q 0736+017 	0.1910 	0.0080 	0.1791 	3
Q 0742+318 	0.4620 	0.0080 	0.4474 	3
Q 0743-673 	1.5130 	1.0302 	1.4879 	3
GB 0749+4239 	3.59 	2.185 	3.544 	2
PC 0751+5623 	4.281 	3.526 	4.228 	1
Q 0754+100 	0.6700 	0.0080 	0.6257 	3
Q 0754+394 	0.0958 	0.0080 	0.0848 	3
Q 0804+761 	0.1000 	0.0080 	0.0890 	3
Q 0805+0441 	2.880 	1.838 	2.834 	21
Q 0812+332 	2.42 	1.677 	2.385 	16
Q 0819-032 	2.35 	1.704 	2.319 	16
Q 0820+296 	2.37 	1.644 	2.333 	16
MG 0830+1009 	3.75 	2.040 	3.703 	2
Q 0830+1133 	2.979 	1.797 	2.936 	21
Q 0831+1238 	2.748 	1.961 	2.706 	21
Q 0837-120 	0.1980 	0.0080 	0.1860 	3
Q 0844+349 	0.0640 	0.0080 	0.0534 	3
Q 0846+152 	2.64 	1.831 	2.599 	16
MG 0848+1533 	2.01 	1.735 	1.980 	2
Q 0849+080 	0.0620 	0.0080 	0.0514 	3
Q 0851+202 	0.3060 	0.0080 	0.2929 	3
Q 0855+182 	2.62 	1.682 	2.580 	16
Q 0903+155 	2.68 	1.659 	2.645 	16
MG 0906+0406 	3.20 	1.811 	3.158 	2
Q 0906+484 	0.1180 	0.0080 	0.1068 	3
Q 0910+403 	0.9360 	0.0080 	0.9166 	3
Q 0914-621 	0.0573 	0.0080 	0.0467 	3
Q 0916+555 	0.1235 	0.0080 	0.1123 	3
Q 0932+3646 	2.84 	1.634 	2.814 	21
Q 0933+733 	2.53 	1.651 	2.493 	16
Q 0938+1159 	3.19 	1.634 	3.149 	21
Q 0941+2608 	2.913 	1.731 	2.867 	21
Q 0953+414 	0.2390 	0.0080 	0.2266 	3
Q 0955+326 	0.5330 	0.0080 	0.5177 	3
Q 0956+1217 	3.306 	2.159 	3.263 	21
Q 0957+561 	1.4050 	0.8179 	1.3810 	3
Q 0958+551 	1.7324 	1.1762 	1.4513 	3
Q 1001+291 	0.3290 	0.0080 	0.3157 	3
Q 1004+130 	0.2410 	0.0080 	0.2286 	3
Q 1004+1411 	2.707 	1.786 	2.672 	21
Q 1007+417 	0.6110 	0.0080 	0.5949 	3
Q 1009-0252 	2.75 	1.651 	2.708 	4
Q 1011-282 	0.6110 	0.0080 	0.1310 	3
Q 1011-0144 	2.24 	1.669 	2.204 	4
Q 1011+250 	1.6310 	0.9718 	1.5500 	3
Q 1012+008 	0.1850 	0.0080 	0.1732 	3
Q 1012-0206 	2.14 	1.634 	2.104 	4
GB 1013+2052 	3.11 	1.945 	3.069 	2
Q 1014+0023 	2.29 	1.634 	2.591 	4
Q 1016-0039 	2.18 	1.649 	2.144 	4
Q 1017+1055 	3.158 	2.114 	3.127 	21
Q 1017+280 	1.9280 	0.9971 	1.4678 	3
Q 1018-0005 	2.60 	1.789 	2.560 	4
Q 1020+0028 	1.90 	1.680 	1.872 	4
Q 1021-0037 	2.547 	1.887 	2.513 	21
Q 1024+0030 	2.17 	1.717 	2.135 	4
Q 1025-0030 	2.87 	1.885 	2.833 	4
RX J1028-0844 	4.276 	2.533 	4.223 	26
Q 1028+313 	0.1770 	0.0080 	0.1652 	3
Q 1029-140 	0.0860 	0.0080 	0.0751 	3
Q 1033+1342 	3.07 	1.800 	3.048 	21
BR B1033-0327 	4.509 	2.91 	4.454 	22, 23
Q 1038+528 	2.30 	1.677 	2.262 	16
GB 1041+3014 	2.99 	1.735 	2.950 	2
Q 1047+550 	2.1650 	1.3299 	1.5159 	3
BRI B1050-0000 	4.286 	2.83 	4.233 	22
Q 1100+772 	0.3110 	0.0080 	0.2979 	3
Q 1100-264 	2.1450 	1.1551 	1.5500 	3
MG 1101+0248 	2.51 	1.736 	2.475 	2
Q 1103-006 	0.4260 	0.0080 	0.4117 	3
BRI B1110+0106 	3.918 	2.58 	3.869 	22
Q 1115+080 	1.7180 	0.4066 	0.6330 	3
Q 1115+080 	1.7180 	0.9595 	1.5500 	3
Q 1116+215 	0.1770 	0.0080 	0.1652 	3
Q 1123+264 	2.35 	1.645 	2.317 	16
Q 1124+5706 	2.890 	1.762 	2.851 	21
Q 1127+078 	2.66 	1.644 	2.621 	16
Q 1128+105 	2.65 	2.040 	2.610 	16
Q 1131-0043 	2.16 	1.653 	2.128 	4
Q 1132-0054 	2.76 	1.717 	2.718 	4
Q 1135-0255 	2.41 	1.739 	2.373 	4
Q 1136-135 	0.5570 	0.0080 	0.5414 	3
Q 1136+122 	2.90 	1.781 	2.862 	16
Q 1137+660 	0.6460 	0.0080 	0.6295 	3
Q 1138-0107 	2.76 	1.953 	2.718 	4
Q 1139-0139 	1.93 	1.634 	1.884 	4
Q 1139-0037 	1.91 	1.634 	1.896 	4
Q 1142+0138 	2.42 	1.791 	2.390 	4
Q 1142+1015 	3.152 	2.127 	3.109 	21
Q 1143+0142 	2.28 	1.634 	2.248 	4
Q 1143+099 	2.60 	1.676 	2.567 	16
Q 1144+115 	2.51 	1.682 	2.471 	16
Q 1144+0140 	2.59 	1.667 	2.551 	4
Q 1145-0039 	1.94 	1.634 	1.912 	4
Q 1145+0121 	2.08 	1.721 	2.045 	4
Q 1146+0207 	2.06 	1.634 	2.025 	4
Q 1147+084 	2.61 	1.854 	2.577 	16
GB 1147+4348 	3.02 	2.035 	2.980 	2
Q 1148-0007 	1.977 	1.634 	1.947 	4
Q 1148+0055 	1.89 	1.667 	1.858 	4
Q 1148+549 	0.9690 	0.0080 	0.9493 	3
Q 1151+117 	0.1760 	0.0080 	0.1642 	3
Q 1156+295 	0.7290 	0.0080 	0.7117 	3
Q 1159+0039 	2.586 	1.671 	2.550 	21
Q 1202+281 	0.1650 	0.0080 	0.1534 	3
Q 1205-3014 	3.036 	2.045 	2.996 	21
Q 1206+1155 	3.106 	2.039 	3.073 	21
Q 1206+1500 	2.60 	1.793 	2.568 	4
Q 1206+1727 	2.36 	1.634 	2.321 	4
Q 1206+459 	1.1580 	0.4231 	0.6300 	3
Q 1206+459 	1.1580 	0.8426 	1.1364 	3
Q 1209+1046 	2.20 	1.634 	2.163 	4
Q 1209+1524 	3.06 	1.634 	3.021 	4
Q 1211+143 	0.0850 	0.0080 	0.0742 	3
Q 1212+1551 	1.95 	1.665 	1.918 	4
Q 1212+1045 	1.95 	1.634 	1.922 	4
Q 1212+0854 	2.35 	1.634 	2.319 	4
Q 1213+1015 	2.52 	1.634 	2.482 	4
Q 1213+0922 	2.72 	1.675 	2.681 	4
Q 1215+1244 	2.08 	1.634 	2.048 	4
Q 1215+1202 	2.83 	1.634 	2.788 	4
Q 1215+303 	0.2370 	0.0080 	0.2246 	3
Q 1216+069 	0.3340 	0.0080 	0.3207 	3
Q 1216+1517 	1.83 	1.723 	1.802 	4
Q 1216+1754 	1.81 	1.634 	1.781 	4
Q 1216+1656 	2.83 	1.659 	2.791 	4
Q 1216+0947 	2.31 	1.645 	2.279 	4
Q 1217+023 	0.2400 	0.0080 	0.2276 	3
Q 1218+304 	0.1300 	0.0080 	0.1187 	3
Q 1219+755 	0.0700 	0.0080 	0.0593 	3
Q 1219+1140 	2.18 	1.634 	2.147 	4
Q 1222+228 	2.0400 	0.4647 	0.6316 	3
Q 1222+1053 	2.30 	1.641 	2.263 	4
Q 1223+1059 	2.32 	1.643 	2.288 	4
Q 1223+1723 	2.42 	1.659 	2.386 	4
Q 1224+1244 	2.14 	1.634 	2.110 	4
Q 1225+1512 	2.01 	1.797 	1.977 	4
Q 1225+1610 	2.23 	1.663 	2.200 	4
Q 1225+317 	2.2190 	1.1263 	1.5500 	3
Q 1226+1035 	2.32 	1.634 	2.287 	4
Q 1226+1115 	1.98 	1.634 	1.950 	4
Q 1226+1639 	2.25 	1.634 	2.216 	4
Q 1226+023 	0.1580 	0.0080 	0.1464 	3
Q 1227+1215 	2.17 	1.624 	2.138 	4
Q 1228+1808 	2.64 	1.780 	2.607 	4
Q 1228+077 	2.39 	1.691 	2.354 	16
Q 1229+1414 	2.90 	1.764 	2.862 	4
Q 1229+1531 	2.27 	1.634 	2.237 	4
Q 1229-021 	1.0380 	0.4738 	0.6320 	3
Q 1229+204 	0.0640 	0.0080 	0.0534 	3
Q 1230+1042 	2.43 	1.634 	2.396 	4
Q 1230+1318 	2.29 	1.634 	2.257 	4
Q 1230+1627B 	2.70 	1.634 	2.663 	4
Q 1230+0941 	1.84 	1.641 	1.812 	4
Q 1232-0051 	2.78 	1.782 	2.745 	4
Q 1232+1139 	2.87 	1.848 	2.831 	4
Q 1234+0122 	2.03 	1.634 	1.996 	4
Q 1235+1807A 	2.41 	1.782 	2.371 	4
Q 1236-0043 	1.84 	1.690 	1.815 	4
Q 1236-0207 	2.25 	1.729 	2.213 	4
Q 1237+1515 	2.04 	1.634 	2.009 	4
Q 1237+0107 	1.81 	1.733 	1.780 	4
Q 1237+1508 	2.07 	1.634 	2.035 	4
Q 1237+1212 	2.31 	1.634 	2.281 	4
Q 1239+1435 	1.93 	1.634 	1.900 	4
Q 1239+0249 	2.22 	1.719 	2.184 	4
Q 1240+1504 	1.85 	1.634 	1.823 	4
Q 1241+176 	1.2730 	0.4066 	0.6320 	3
Q 1241+176 	1.2730 	0.7657 	1.2503 	3
Q 1242+0213 	1.99 	1.634 	1.958 	4
Q 1242+0006 	2.08 	1.634 	2.045 	4
Q 1242+1732 	1.83 	1.696 	1.805 	4
Q 1242+1737 	1.86 	1.634 	1.828 	4
Q 1244+1129 	3.16 	2.101 	3.118 	4
Q 1244+1642 	2.87 	1.848 	2.826 	4
Q 1246-0059 	2.45 	1.669 	2.415 	4
Q 1246+0032 	2.31 	1.651 	2.273 	4
Q 1247+267 	2.0380 	0.9211 	1.5500 	3
Q 1248+401 	1.0300 	0.3984 	0.6028 	3
Q 1248+401 	1.0300 	0.8919 	1.0097 	3
Q 1253-055 	0.5380 	0.0080 	0.5226 	3
Q 1259+593 	0.4720 	0.0080 	0.4573 	3
Q 1302-102 	0.2860 	0.0080 	0.2731 	3
Q 1307+085 	0.1550 	0.0080 	0.1435 	3
Q 1308+326 	0.9960 	0.4670 	0.6310 	3
Q 1308-0214 	2.85 	1.892 	2.811 	4
Q 1308-0104 	2.59 	1.634 	2.549 	4
Q 1309+355 	0.1840 	0.0080 	0.1722 	3
BR J1310-1740 	4.185 	2.508 	4.133 	26
Q 1312+043 	2.35 	1.813 	2.319 	16
Q 1313+0107 	2.39 	1.647 	2.359 	4
PSS J1317+3531 	4.365 	2.978 	4.311 	1
Q 1317+277 	1.0220 	0.2503 	1.0018 	3
Q 1318+290B 	0.5490 	0.3757 	0.5335 	3
Q 1318-0150 	2.01 	1.651 	1.980 	4
Q 1318-113 	2.3080 	1.896 	2.273 	16
Q 1320+0048 	1.96 	1.655 	1.925 	4
Q 1323-0248 	2.12 	1.661 	2.090 	4
Q 1324-0212 	1.89 	1.634 	1.857 	4
Q 1327-206 	1.1690 	1.1243 	1.1473 	3
Q 1328+0223 	2.15 	1.937 	2.122 	4
BRI B1328-0433 	4.217 	2.24 	4.165 	22
Q 1329+0231 	2.43 	1.663 	2.400 	4
Q 1329+0018 	2.35 	1.661 	2.318 	4
Q 1329+4117 	1.9350 	0.4853 	0.6318 	3
Q 1331+170 	2.0840 	1.2621 	1.5500 	3
Q 1333+176 	0.5540 	0.3902 	0.5385 	3
Q 1334+246 	0.1070 	0.0080 	0.0959 	3
Q 1334-0033 	2.78 	1.634 	2.745 	4
Q 1334+0212 	2.38 	1.634 	2.350 	4
BRI B1335-0417 	4.396 	3.08 	4.342 	22
Q 1336+0210 	1.96 	1.634 	1.932 	4
GB 1338+3809 	3.10 	1.737 	3.059 	2
Q 1338+101 	2.45 	1.724 	2.412 	16
Q 1338+416 	1.2190 	0.4066 	0.6324 	3
Q 1338+416 	1.2190 	0.8684 	1.1968 	3
Q 1340+0959 	2.942 	1.894 	2.897 	21
Q 1344+0137 	1.92 	1.634 	1.886 	4
Q 1345-0137 	1.93 	1.634 	1.900 	4
Q 1345-0120 	2.95 	1.926 	2.906 	4
Q 1346+0121A 	1.93 	1.634 	1.901 	4
Q 1346-036 	2.36 	1.653 	2.327 	16
Q 1351+640 	0.0880 	0.0080 	0.0771 	3
Q 1352+183 	0.1520 	0.0080 	0.1405 	3
Q 1352+108 	3.18 	1.928 	3.137 	16
Q 1353+186 	0.0505 	0.0080 	0.0400 	3
Q 1354+195 	0.7200 	0.3593 	0.6330 	3
Q 1355-416 	0.3130 	0.0080 	0.2999 	3
Q 1356+581 	1.3710 	0.5218 	0.6310 	3
Q 1358+115 	2.59 	1.677 	2.550 	16
Q 1358+3908 	3.3 	2.221 	3.237 	21
Q 1400+0935 	2.980 	2.022 	2.930 	21
Q 1402-012 	2.52 	1.789 	2.479 	16
Q 1402+044 	3.20 	2.340 	3.160 	16
Q 1406+123 	2.94 	2.018 	2.903 	16
Q 1407+265 	0.9440 	0.0080 	0.9246 	3
Q 1410+096 	3.21 	2.099 	3.169 	16
FJ 1410+3409 	4.351 	3.026 	3.578 	26
FJ 1410+3409	4.351	3.602   4.297 	26
Q 1411+442 	0.0900 	0.0080 	0.0791 	3
GB 1413+3720 	2.36 	1.735 	2.326 	2
Q 1415+451 	0.1140 	0.0080 	0.1029 	3
Q 1416-129 	0.1290 	0.0080 	0.1177 	3
Q 1418+546 	0.1520 	0.0080 	0.1405 	3
Q 1419+480 	0.0720 	0.0080 	0.0613 	3
Q 1421+330 	1.9040 	1.0311 	1.5500 	3
Q 1425+267 	0.3620 	0.2409 	0.3484 	3
Q 1426+015 	0.0860 	0.0080 	0.0751 	3
Q 1428+0202 	2.11 	1.634 	2.075 	4
Q 1429-0053 	2.08 	1.719 	2.047 	4
Q 1429+118 	3.00 	1.958 	2.963 	16
PSS J1430+2828 	4.306 	2.777 	4.253 	1
Q 1433+0223 	2.14 	1.634 	2.111 	4
Q 1433-0025 	2.04 	1.634 	2.012 	4
PSS J1435+3057 	4.297 	2.905 	4.244 	1
GB 1436+4431 	2.10 	1.769 	2.069 	2
Q 1439+0047 	1.86 	1.649 	1.828 	4
Q 1440-0024 	1.81 	1.634 	1.786 	4
Q 1440+356 	0.0781 	0.0080 	0.0673 	3
Q 1444+407 	0.2670 	0.0080 	0.2543 	3
Q 1444+0126 	2.21 	1.717 	2.174 	4
Q 1444-0112 	2.15 	1.651 	2.121 	4
Q 1451-375 	0.3140 	0.0080 	0.3009 	3
Q 1455+123 	3.08 	1.830 	3.033 	16
PSS J1456+2007 	4.249 	2.878 	4.197 	26
MG 1500+0431 	3.67 	2.606 	3.623 	1
Q 1503+118 	2.78 	1.957 	2.740 	16
GB 1508+5714 	4.283 	2.73 	4.230 	22
Q 1512+370 	0.3710 	0.0080 	0.3573 	3
MG 1519+1806 	3.06 	1.955 	3.019 	2
GB 1520+4347 	2.18 	1.775 	2.148 	2
Q 1522+101 	1.3210 	0.0080 	0.6310 	3
Q 1522+101 	1.3210 	0.8803 	1.2978 	3
Q 1525+227 	0.2530 	0.0080 	0.2405 	3
GB 1526+6701 	3.02 	1.955 	2.980 	2
Q 1526+285 	0.4500 	0.0080 	0.2428 	3
Q 1538+477 	0.7700 	0.3326 	0.6326 	3
Q 1545+210 	0.2640 	0.0080 	0.2514 	3
Q 1548+0917 	2.749 	1.874 	2.707 	21
PC 1548+4637 	3.544 	2.607 	3.499 	1
Q 1553+113 	0.3600 	0.0080 	0.3464 	3
Q 1556+273 	0.0899 	0.0080 	0.0790 	3
MG 1557+0313 	3.891 	2.66 	3.842 	22
MG 1559+1405 	2.24 	1.737 	3.059 	2
Q 1600+0729 	4.38 	3.062 	4.326 	1
BR J1603+0721 	4.385 	3.062 	4.331 	26
Q 1607+1819 	3.123 	1.814 	3.0918 	21
Q 1612+261 	0.1310 	0.0080 	0.1197 	3
Q 1613+658 	0.1290 	0.0080 	0.1177 	3
Q 1623+268A 	2.47 	1.644 	2.433 	16
Q 1623+268B 	2.54 	1.644 	2.502 	16
Q 1630+377 	1.4710 	0.0080 	0.6320 	3
Q 1630+377 	1.4710 	0.8641 	1.4463 	3
Q 1631+3722 	2.940 	1.785 	2.906 	21
PSS J1633+1411 	4.351 	2.536 	4.297 	26
Q 1634+706 	1.3340 	0.5547 	1.3107 	3
Q 1641+399 	0.5950 	0.0080 	0.5791 	3
PC 1640+4628 	3.700 	2.604 	3.653 	1
PSS J1646+5514 	4.037 	2.772 	3.987 	26
Q 1704+608 	0.3710 	0.0080 	0.3573 	3
Q 1705+0152 	2.576 	1.669 	2.537 	21
Q 1715+535 	1.9290 	1.1009 	1.5500 	3
Q 1718+481 	1.0840 	0.0080 	1.0632 	3
PSS J1721+3256 	4.031 	2.791 	3.981 	26
Q 1721+343 	0.2060 	0.0080 	0.1939 	3
Q 1726+3425 	2.429 	1.669 	2.393 	21
Q 1727+502 	0.0550 	0.0080 	0.0445 	3
Q 1738+3502 	3.240 	2.093 	3.197 	21
GB 1745+6227 	3.901 	2.47 	3.852 	22
